location_variable	driver_race	num_stops	num_searches	num_hits	state	city	county
612	Hispanic	18	1.0	0	CA	San_Diego	San_Diego
612	Pacific Islander	1	0	0	CA	San_Diego	San_Diego
612	White	51	2.0	1.0	CA	San_Diego	San_Diego
613	Asian	22	1.0	1.0	CA	San_Diego	San_Diego
613	Black	53	8.0	1.0	CA	San_Diego	San_Diego
613	Hispanic	97	8.0	2.0	CA	San_Diego	San_Diego
613	Middle Eastern or South Asian	12	0	0	CA	San_Diego	San_Diego
613	Pacific Islander	3	0	0	CA	San_Diego	San_Diego
613	White	379	37.0	16.0	CA	San_Diego	San_Diego
614	Asian	22	1.0	0	CA	San_Diego	San_Diego
614	Black	69	9.0	5.0	CA	San_Diego	San_Diego
614	Hispanic	167	21.0	9.0	CA	San_Diego	San_Diego
614	Middle Eastern or South Asian	20	0	0	CA	San_Diego	San_Diego
614	Pacific Islander	9	0	0	CA	San_Diego	San_Diego
614	White	568	76.0	26.0	CA	San_Diego	San_Diego
615	Asian	3	1.0	1.0	CA	San_Diego	San_Diego
615	Hispanic	33	1.0	0	CA	San_Diego	San_Diego
615	Middle Eastern or South Asian	6	0	0	CA	San_Diego	San_Diego
615	Pacific Islander	1	0	0	CA	San_Diego	San_Diego
615	White	158	9.0	2.0	CA	San_Diego	San_Diego
617	Hispanic	5	1.0	0	CA	San_Diego	San_Diego
617	Middle Eastern or South Asian	1	0	0	CA	San_Diego	San_Diego
617	White	9	0	0	CA	San_Diego	San_Diego
618	Asian	3	0	0	CA	San_Diego	San_Diego
618	Black	12	4.0	2.0	CA	San_Diego	San_Diego
618	Hispanic	13	4.0	1.0	CA	San_Diego	San_Diego
618	Pacific Islander	1	0	0	CA	San_Diego	San_Diego
618	White	25	4.0	0	CA	San_Diego	San_Diego
621	Asian	114	9.0	3.0	CA	San_Diego	San_Diego
621	Black	135	24.0	8.0	CA	San_Diego	San_Diego
621	Hispanic	402	35.0	16.0	CA	San_Diego	San_Diego
621	Middle Eastern or South Asian	38	4.0	0	CA	San_Diego	San_Diego
621	Pacific Islander	20	1.0	0	CA	San_Diego	San_Diego
621	White	342	24.0	4.0	CA	San_Diego	San_Diego
622	Asian	5	0	0	CA	San_Diego	San_Diego
622	Black	41	6.0	0	CA	San_Diego	San_Diego
622	Hispanic	65	5.0	2.0	CA	San_Diego	San_Diego
622	Middle Eastern or South Asian	11	0	0	CA	San_Diego	San_Diego
622	Pacific Islander	1	0	0	CA	San_Diego	San_Diego
622	White	145	22.0	5.0	CA	San_Diego	San_Diego
623	Asian	37	1.0	1.0	CA	San_Diego	San_Diego
623	Black	88	22.0	7.0	CA	San_Diego	San_Diego
623	Hispanic	114	16.0	5.0	CA	San_Diego	San_Diego
623	Middle Eastern or South Asian	29	2.0	0	CA	San_Diego	San_Diego
623	Pacific Islander	3	0	0	CA	San_Diego	San_Diego
623	White	219	42.0	18.0	CA	San_Diego	San_Diego
624	Asian	18	0	0	CA	San_Diego	San_Diego
624	Black	38	6.0	0	CA	San_Diego	San_Diego
624	Hispanic	66	11.0	3.0	CA	San_Diego	San_Diego
624	Middle Eastern or South Asian	11	1.0	0	CA	San_Diego	San_Diego
624	Pacific Islander	1	0	0	CA	San_Diego	San_Diego
624	White	127	9.0	9.0	CA	San_Diego	San_Diego
625	Asian	8	0	0	CA	San_Diego	San_Diego
625	Black	55	21.0	11.0	CA	San_Diego	San_Diego
625	Hispanic	70	14.0	2.0	CA	San_Diego	San_Diego
625	Middle Eastern or South Asian	11	2.0	2.0	CA	San_Diego	San_Diego
625	Native American	1	0	0	CA	San_Diego	San_Diego
625	Pacific Islander	2	0	0	CA	San_Diego	San_Diego
625	White	154	30.0	14.0	CA	San_Diego	San_Diego
626	Asian	8	1.0	0	CA	San_Diego	San_Diego
626	Black	11	1.0	0	CA	San_Diego	San_Diego
626	Hispanic	31	1.0	0	CA	San_Diego	San_Diego
626	Middle Eastern or South Asian	11	0	0	CA	San_Diego	San_Diego
626	Native American	1	0	0	CA	San_Diego	San_Diego
626	Pacific Islander	1	0	0	CA	San_Diego	San_Diego
626	White	110	4.0	2.0	CA	San_Diego	San_Diego
627	Asian	66	0	0	CA	San_Diego	San_Diego
627	Black	153	17.0	2.0	CA	San_Diego	San_Diego
627	Hispanic	300	26.0	6.0	CA	San_Diego	San_Diego
627	Middle Eastern or South Asian	61	0	0	CA	San_Diego	San_Diego
627	Native American	1	0	0	CA	San_Diego	San_Diego
627	Pacific Islander	9	1.0	1.0	CA	San_Diego	San_Diego
627	White	729	37.0	8.0	CA	San_Diego	San_Diego
628	Asian	6	0	0	CA	San_Diego	San_Diego
628	Black	8	3.0	2.0	CA	San_Diego	San_Diego
628	Hispanic	19	3.0	0	CA	San_Diego	San_Diego
628	Middle Eastern or South Asian	3	0	0	CA	San_Diego	San_Diego
628	White	46	8.0	2.0	CA	San_Diego	San_Diego
711	Asian	5	0	0	CA	San_Diego	San_Diego
711	Black	2	0	0	CA	San_Diego	San_Diego
711	Hispanic	31	5.0	0	CA	San_Diego	San_Diego
711	Native American	1	0	0	CA	San_Diego	San_Diego
711	White	15	1.0	0	CA	San_Diego	San_Diego
712	Asian	59	2.0	0	CA	San_Diego	San_Diego
712	Black	121	7.0	1.0	CA	San_Diego	San_Diego
712	Hispanic	2171	91.0	29.0	CA	San_Diego	San_Diego
712	Middle Eastern or South Asian	54	0	0	CA	San_Diego	San_Diego
712	Native American	1	0	0	CA	San_Diego	San_Diego
712	Pacific Islander	9	0	0	CA	San_Diego	San_Diego
712	White	404	9.0	4.0	CA	San_Diego	San_Diego
713	Asian	22	0	0	CA	San_Diego	San_Diego
713	Black	25	0	0	CA	San_Diego	San_Diego
713	Hispanic	445	12.0	0	CA	San_Diego	San_Diego
713	Middle Eastern or South Asian	11	0	0	CA	San_Diego	San_Diego
713	Native American	2	0	0	CA	San_Diego	San_Diego
713	Pacific Islander	8	0	0	CA	San_Diego	San_Diego
713	White	330	3.0	0	CA	San_Diego	San_Diego
714	Asian	4	0	0	CA	San_Diego	San_Diego
714	Black	12	0	0	CA	San_Diego	San_Diego
714	Hispanic	210	4.0	1.0	CA	San_Diego	San_Diego
714	Middle Eastern or South Asian	4	0	0	CA	San_Diego	San_Diego
714	White	72	0	0	CA	San_Diego	San_Diego
721	Asian	23	1.0	0	CA	San_Diego	San_Diego
721	Black	47	5.0	3.0	CA	San_Diego	San_Diego
721	Hispanic	364	27.0	6.0	CA	San_Diego	San_Diego
721	Middle Eastern or South Asian	2	0	0	CA	San_Diego	San_Diego
721	Pacific Islander	11	1.0	1.0	CA	San_Diego	San_Diego
721	White	167	22.0	4.0	CA	San_Diego	San_Diego
722	Asian	16	0	0	CA	San_Diego	San_Diego
722	Black	44	5.0	2.0	CA	San_Diego	San_Diego
722	Hispanic	343	29.0	11.0	CA	San_Diego	San_Diego
722	Middle Eastern or South Asian	4	0	0	CA	San_Diego	San_Diego
722	Pacific Islander	5	0	0	CA	San_Diego	San_Diego
722	White	139	15.0	2.0	CA	San_Diego	San_Diego
723	Asian	68	1.0	0	CA	San_Diego	San_Diego
723	Black	83	7.0	1.0	CA	San_Diego	San_Diego
723	Hispanic	1030	73.0	15.0	CA	San_Diego	San_Diego
723	Middle Eastern or South Asian	7	0	0	CA	San_Diego	San_Diego
723	Pacific Islander	10	2.0	0	CA	San_Diego	San_Diego
723	White	180	13.0	2.0	CA	San_Diego	San_Diego
724	Asian	22	0	1.0	CA	San_Diego	San_Diego
724	Black	48	7.0	2.0	CA	San_Diego	San_Diego
724	Hispanic	456	40.0	15.0	CA	San_Diego	San_Diego
724	Middle Eastern or South Asian	5	0	0	CA	San_Diego	San_Diego
724	Native American	1	1.0	0	CA	San_Diego	San_Diego
724	Pacific Islander	7	0	0	CA	San_Diego	San_Diego
724	White	82	10.0	2.0	CA	San_Diego	San_Diego
725	Asian	25	2.0	0	CA	San_Diego	San_Diego
725	Black	25	1.0	0	CA	San_Diego	San_Diego
725	Hispanic	259	12.0	2.0	CA	San_Diego	San_Diego
725	Middle Eastern or South Asian	4	0	0	CA	San_Diego	San_Diego
725	Native American	1	0	0	CA	San_Diego	San_Diego
725	Pacific Islander	5	0	0	CA	San_Diego	San_Diego
725	White	86	3.0	0	CA	San_Diego	San_Diego
811	Asian	18	1.0	1.0	CA	San_Diego	San_Diego
811	Black	48	6.0	3.0	CA	San_Diego	San_Diego
811	Hispanic	111	10.0	3.0	CA	San_Diego	San_Diego
811	Middle Eastern or South Asian	14	0	0	CA	San_Diego	San_Diego
811	Pacific Islander	3	0	0	CA	San_Diego	San_Diego
811	White	99	8.0	2.0	CA	San_Diego	San_Diego
812	Asian	2	0	0	CA	San_Diego	San_Diego
812	Black	1	0	0	CA	San_Diego	San_Diego
812	Hispanic	8	0	0	CA	San_Diego	San_Diego
812	White	12	0	0	CA	San_Diego	San_Diego
813	Asian	57	4.0	0	CA	San_Diego	San_Diego
813	Black	227	29.0	5.0	CA	San_Diego	San_Diego
813	Hispanic	416	48.0	22.0	CA	San_Diego	San_Diego
813	Middle Eastern or South Asian	47	2.0	2.0	CA	San_Diego	San_Diego
813	Native American	3	1.0	0	CA	San_Diego	San_Diego
813	Pacific Islander	10	1.0	0	CA	San_Diego	San_Diego
813	White	570	37.0	10.0	CA	San_Diego	San_Diego
814	Asian	2	0	0	CA	San_Diego	San_Diego
814	Black	15	0	0	CA	San_Diego	San_Diego
814	Hispanic	28	1.0	1.0	CA	San_Diego	San_Diego
814	Middle Eastern or South Asian	3	0	0	CA	San_Diego	San_Diego
814	Pacific Islander	2	1.0	1.0	CA	San_Diego	San_Diego
814	White	91	4.0	1.0	CA	San_Diego	San_Diego
821	Asian	53	2.0	0	CA	San_Diego	San_Diego
821	Black	183	24.0	16.0	CA	San_Diego	San_Diego
821	Hispanic	169	11.0	5.0	CA	San_Diego	San_Diego
821	Middle Eastern or South Asian	44	0	0	CA	San_Diego	San_Diego
821	Native American	1	0	0	CA	San_Diego	San_Diego
821	Pacific Islander	11	0	0	CA	San_Diego	San_Diego
821	White	442	16.0	10.0	CA	San_Diego	San_Diego
822	Asian	32	3.0	1.0	CA	San_Diego	San_Diego
822	Black	126	19.0	3.0	CA	San_Diego	San_Diego
822	Hispanic	121	17.0	7.0	CA	San_Diego	San_Diego
822	Middle Eastern or South Asian	19	0	0	CA	San_Diego	San_Diego
822	Pacific Islander	2	0	0	CA	San_Diego	San_Diego
822	White	78	14.0	5.0	CA	San_Diego	San_Diego
823	Asian	16	1.0	2.0	CA	San_Diego	San_Diego
823	Black	42	7.0	6.0	CA	San_Diego	San_Diego
823	Hispanic	80	11.0	15.0	CA	San_Diego	San_Diego
823	Middle Eastern or South Asian	5	0	0	CA	San_Diego	San_Diego
823	Pacific Islander	4	1.0	1.0	CA	San_Diego	San_Diego
823	White	30	5.0	9.0	CA	San_Diego	San_Diego
824	Asian	62	7.0	4.0	CA	San_Diego	San_Diego
824	Black	132	22.0	11.0	CA	San_Diego	San_Diego
824	Hispanic	167	25.0	10.0	CA	San_Diego	San_Diego
824	Middle Eastern or South Asian	17	3.0	0	CA	San_Diego	San_Diego
824	Pacific Islander	2	0	0	CA	San_Diego	San_Diego
824	White	119	10.0	9.0	CA	San_Diego	San_Diego
825	Asian	19	4.0	2.0	CA	San_Diego	San_Diego
825	Black	45	4.0	0	CA	San_Diego	San_Diego
825	Hispanic	98	5.0	5.0	CA	San_Diego	San_Diego
825	Middle Eastern or South Asian	11	0	0	CA	San_Diego	San_Diego
825	Pacific Islander	1	1.0	0	CA	San_Diego	San_Diego
825	White	104	5.0	3.0	CA	San_Diego	San_Diego
826	Asian	152	32.0	28.0	CA	San_Diego	San_Diego
826	Black	397	66.0	80.0	CA	San_Diego	San_Diego
826	Hispanic	396	64.0	71.0	CA	San_Diego	San_Diego
826	Middle Eastern or South Asian	20	2.0	7.0	CA	San_Diego	San_Diego
826	Native American	1	0	0	CA	San_Diego	San_Diego
826	Pacific Islander	7	1.0	1.0	CA	San_Diego	San_Diego
826	White	115	27.0	16.0	CA	San_Diego	San_Diego
827	Asian	27	5.0	1.0	CA	San_Diego	San_Diego
827	Black	53	13.0	3.0	CA	San_Diego	San_Diego
827	Hispanic	52	13.0	5.0	CA	San_Diego	San_Diego
827	Middle Eastern or South Asian	8	2.0	1.0	CA	San_Diego	San_Diego
827	Pacific Islander	4	1.0	0	CA	San_Diego	San_Diego
827	White	12	1.0	0	CA	San_Diego	San_Diego
828	Asian	4	1.0	0	CA	San_Diego	San_Diego
828	Black	19	2.0	0	CA	San_Diego	San_Diego
828	Hispanic	30	4.0	5.0	CA	San_Diego	San_Diego
828	Middle Eastern or South Asian	2	0	0	CA	San_Diego	San_Diego
828	White	16	2.0	2.0	CA	San_Diego	San_Diego
829	Asian	1	0	0	CA	San_Diego	San_Diego
829	Black	2	0	0	CA	San_Diego	San_Diego
829	Hispanic	1	0	0	CA	San_Diego	San_Diego
831	Asian	115	32.0	6.0	CA	San_Diego	San_Diego
831	Black	216	46.0	16.0	CA	San_Diego	San_Diego
831	Hispanic	320	69.0	26.0	CA	San_Diego	San_Diego
831	Middle Eastern or South Asian	18	2.0	1.0	CA	San_Diego	San_Diego
831	Native American	2	1.0	0	CA	San_Diego	San_Diego
831	Pacific Islander	5	0	0	CA	San_Diego	San_Diego
831	White	117	23.0	9.0	CA	San_Diego	San_Diego
832	Asian	55	10.0	9.0	CA	San_Diego	San_Diego
832	Black	155	39.0	13.0	CA	San_Diego	San_Diego
832	Hispanic	316	66.0	17.0	CA	San_Diego	San_Diego
832	Middle Eastern or South Asian	21	1.0	0	CA	San_Diego	San_Diego
832	Pacific Islander	5	3.0	1.0	CA	San_Diego	San_Diego
832	White	109	16.0	12.0	CA	San_Diego	San_Diego
833	Asian	40	8.0	5.0	CA	San_Diego	San_Diego
833	Black	80	25.0	8.0	CA	San_Diego	San_Diego
833	Hispanic	135	17.0	10.0	CA	San_Diego	San_Diego
833	Middle Eastern or South Asian	7	1.0	0	CA	San_Diego	San_Diego
833	Native American	1	1.0	1.0	CA	San_Diego	San_Diego
833	Pacific Islander	3	0	0	CA	San_Diego	San_Diego
833	White	40	7.0	2.0	CA	San_Diego	San_Diego
834	Asian	48	5.0	2.0	CA	San_Diego	San_Diego
834	Black	83	13.0	4.0	CA	San_Diego	San_Diego
834	Hispanic	220	25.0	10.0	CA	San_Diego	San_Diego
834	Middle Eastern or South Asian	15	5.0	2.0	CA	San_Diego	San_Diego
834	Native American	3	0	0	CA	San_Diego	San_Diego
834	Pacific Islander	3	0	0	CA	San_Diego	San_Diego
834	White	84	11.0	3.0	CA	San_Diego	San_Diego
835	Asian	13	0	0	CA	San_Diego	San_Diego
835	Black	38	14.0	2.0	CA	San_Diego	San_Diego
835	Hispanic	71	12.0	5.0	CA	San_Diego	San_Diego
835	Middle Eastern or South Asian	5	0	0	CA	San_Diego	San_Diego
835	Pacific Islander	1	0	0	CA	San_Diego	San_Diego
835	White	30	4.0	1.0	CA	San_Diego	San_Diego
836	Asian	11	5.0	5.0	CA	San_Diego	San_Diego
836	Black	31	10.0	4.0	CA	San_Diego	San_Diego
836	Hispanic	50	8.0	0	CA	San_Diego	San_Diego
836	White	17	7.0	0	CA	San_Diego	San_Diego
837	Asian	8	3.0	0	CA	San_Diego	San_Diego
837	Black	14	1.0	0	CA	San_Diego	San_Diego
837	Hispanic	46	5.0	1.0	CA	San_Diego	San_Diego
837	Middle Eastern or South Asian	2	1.0	0	CA	San_Diego	San_Diego
837	Pacific Islander	1	0	0	CA	San_Diego	San_Diego
837	White	16	7.0	3.0	CA	San_Diego	San_Diego
838	Asian	28	6.0	1.0	CA	San_Diego	San_Diego
838	Black	110	12.0	3.0	CA	San_Diego	San_Diego
838	Hispanic	238	65.0	28.0	CA	San_Diego	San_Diego
838	Middle Eastern or South Asian	11	1.0	0	CA	San_Diego	San_Diego
838	Native American	1	0	0	CA	San_Diego	San_Diego
838	Pacific Islander	4	0	0	CA	San_Diego	San_Diego
838	White	95	18.0	7.0	CA	San_Diego	San_Diego
839	Asian	2	0	0	CA	San_Diego	San_Diego
839	Black	21	3.0	1.0	CA	San_Diego	San_Diego
839	Hispanic	68	15.0	4.0	CA	San_Diego	San_Diego
839	Middle Eastern or South Asian	4	0	0	CA	San_Diego	San_Diego
839	Pacific Islander	1	0	0	CA	San_Diego	San_Diego
839	White	23	4.0	0	CA	San_Diego	San_Diego
841	Asian	3	0	0	CA	San_Diego	San_Diego
841	Black	17	2.0	2.0	CA	San_Diego	San_Diego
841	Hispanic	7	1.0	0	CA	San_Diego	San_Diego
841	Middle Eastern or South Asian	3	0	0	CA	San_Diego	San_Diego
841	Native American	1	0	0	CA	San_Diego	San_Diego
841	Pacific Islander	1	0	0	CA	San_Diego	San_Diego
841	White	14	1.0	2.0	CA	San_Diego	San_Diego
931	Asian	225	2.0	0	CA	San_Diego	San_Diego
931	Black	83	7.0	2.0	CA	San_Diego	San_Diego
931	Hispanic	253	13.0	2.0	CA	San_Diego	San_Diego
931	Middle Eastern or South Asian	99	1.0	0	CA	San_Diego	San_Diego
931	Native American	1	0	0	CA	San_Diego	San_Diego
931	Pacific Islander	12	1.0	0	CA	San_Diego	San_Diego
931	White	472	9.0	4.0	CA	San_Diego	San_Diego
932	Asian	10	0	0	CA	San_Diego	San_Diego
932	Black	6	1.0	0	CA	San_Diego	San_Diego
932	Hispanic	14	3.0	2.0	CA	San_Diego	San_Diego
932	Middle Eastern or South Asian	6	0	0	CA	San_Diego	San_Diego
932	Native American	1	0	0	CA	San_Diego	San_Diego
932	White	33	5.0	2.0	CA	San_Diego	San_Diego
933	Asian	61	1.0	0	CA	San_Diego	San_Diego
933	Black	36	3.0	2.0	CA	San_Diego	San_Diego
933	Hispanic	93	7.0	1.0	CA	San_Diego	San_Diego
933	Middle Eastern or South Asian	41	1.0	0	CA	San_Diego	San_Diego
933	Pacific Islander	6	0	0	CA	San_Diego	San_Diego
933	White	328	15.0	5.0	CA	San_Diego	San_Diego
934	Asian	225	4.0	2.0	CA	San_Diego	San_Diego
934	Black	83	3.0	0	CA	San_Diego	San_Diego
934	Hispanic	213	14.0	2.0	CA	San_Diego	San_Diego
934	Middle Eastern or South Asian	130	4.0	0	CA	San_Diego	San_Diego
934	Native American	3	0	0	CA	San_Diego	San_Diego
934	Pacific Islander	13	0	0	CA	San_Diego	San_Diego
934	White	801	36.0	16.0	CA	San_Diego	San_Diego
935	Asian	15	0	0	CA	San_Diego	San_Diego
935	Black	4	0	0	CA	San_Diego	San_Diego
935	Hispanic	25	4.0	0	CA	San_Diego	San_Diego
935	Middle Eastern or South Asian	11	0	0	CA	San_Diego	San_Diego
935	White	96	4.0	1.0	CA	San_Diego	San_Diego
936	Asian	7	1.0	0	CA	San_Diego	San_Diego
936	Black	1	0	0	CA	San_Diego	San_Diego
936	Hispanic	8	3.0	0	CA	San_Diego	San_Diego
936	Middle Eastern or South Asian	5	0	0	CA	San_Diego	San_Diego
936	Pacific Islander	1	0	0	CA	San_Diego	San_Diego
936	White	21	0	0	CA	San_Diego	San_Diego
937	Asian	31	0	0	CA	San_Diego	San_Diego
937	Black	10	0	0	CA	San_Diego	San_Diego
937	Hispanic	55	2.0	0	CA	San_Diego	San_Diego
937	Middle Eastern or South Asian	29	0	0	CA	San_Diego	San_Diego
937	Native American	2	0	0	CA	San_Diego	San_Diego
937	Pacific Islander	2	0	0	CA	San_Diego	San_Diego
937	White	144	3.0	3.0	CA	San_Diego	San_Diego
999	Asian	215	3.0	1.0	CA	San_Diego	San_Diego
999	Black	409	36.0	15.0	CA	San_Diego	San_Diego
999	Hispanic	1116	57.0	15.0	CA	San_Diego	San_Diego
999	Middle Eastern or South Asian	133	1.0	0	CA	San_Diego	San_Diego
999	Native American	1	0	0	CA	San_Diego	San_Diego
999	Pacific Islander	37	3.0	1.0	CA	San_Diego	San_Diego
999	White	1086	32.0	8.0	CA	San_Diego	San_Diego
